id,code,place_name_id,county_id
390,3462,368,17
391,3672,369,17
392,3671,369,4
393,3623,370,17
394,3796,371,4
395,2644,372,19
396,8479,373,19
397,8428,374,17
398,8772,375,17
399,9167,376,14
400,7811,377,15
401,7475,378,16
402,4955,379,7
403,7900,380,7
404,9727,381,19
405,3994,382,7
406,9752,383,14
407,5527,384,3
408,9792,385,17
409,8925,386,19
410,8893,387,19
411,2093,388,13
412,2011,389,13
413,2092,390,13
414,2040,391,13
415,1069,392,
416,1011,392,
417,1012,392,
418,1013,392,
419,1014,392,
420,1015,392,
421,1016,392,
422,1021,392,
423,1022,392,
424,1023,392,
425,1024,392,
426,1025,392,
427,1026,392,
428,1027,392,
429,1028,392,
430,1029,392,
431,1031,392,
432,1032,392,
433,1033,392,
434,1034,392,
435,1035,392,
436,1036,392,
437,1037,392,
438,1038,392,
439,1039,392,
440,1041,392,
441,1042,392,
442,1043,392,
443,1044,392,
444,1045,392,
445,1046,392,
446,1047,392,
447,1048,392,
448,1051,392,
449,1052,392,
450,1053,392,
451,1054,392,
452,1055,392,
453,1056,392,
454,1061,392,
455,1062,392,
456,1063,392,
457,1064,392,
458,1065,392,
459,1066,392,
460,1067,392,
461,1068,392,
462,1071,392,
463,1072,392,
464,1073,392,
465,1074,392,
466,1075,392,
467,1076,392,
468,1077,392,
469,1078,392,
470,1081,392,
471,1082,392,
472,1083,392,
473,1084,392,
474,1085,392,
475,1086,392,
476,1087,392,
477,1088,392,
478,1089,392,
479,1091,392,
480,1092,392,
481,1093,392,
482,1094,392,
483,1095,392,
484,1096,392,
485,1097,392,
486,1098,392,
487,1101,392,
488,1102,392,
489,1103,392,
490,1104,392,
491,1105,392,
492,1106,392,
493,1107,392,
494,1108,392,
495,1111,392,
496,1112,392,
497,1113,392,
498,1114,392,
499,1115,392,
500,1116,392,
501,1117,392,
502,1118,392,
503,1119,392,
504,1121,392,
505,1122,392,
506,1123,392,
507,1124,392,
508,1125,392,
509,1126,392,
510,1131,392,
511,1132,392,
512,1133,392,
513,1134,392,
514,1135,392,
515,1136,392,
516,1137,392,
517,1138,392,
518,1139,392,
519,1141,392,
520,1142,392,
521,1143,392,
522,1144,392,
523,1145,392,
524,1146,392,
525,1147,392,
526,1148,392,
527,1149,392,
528,1151,392,
529,1152,392,
530,1153,392,
531,1154,392,
532,1155,392,
533,1156,392,
534,1157,392,
535,1158,392,
536,1161,392,
537,1162,392,
538,1163,392,
539,1164,392,
540,1165,392,
541,1171,392,
542,1172,392,
543,1173,392,
544,1174,392,
545,1181,392,
546,1182,392,
547,1183,392,
548,1184,392,
549,1185,392,
550,1186,392,
551,1188,392,
552,1191,392,
553,1192,392,
554,1193,392,
555,1194,392,
556,1195,392,
557,1196,392,
558,1201,392,
559,1202,392,
560,1203,392,
561,1204,392,
562,1205,392,
563,1211,392,
564,1212,392,
565,1213,392,
566,1214,392,
567,1215,392,
568,1221,392,
569,1222,392,
570,1223,392,
571,1224,392,
572,1225,392,
573,1237,392,
574,1238,392,
575,1239,392,
576,1529,392,
577,6114,393,1
578,6114,394,1
579,2347,395,13
580,4483,396,15
581,3047,397,12
582,9740,398,14
583,9737,398,17
584,3422,399,17
585,3554,400,4
586,3648,401,4
587,7682,402,4
588,3335,403,2
589,3257,404,9
590,3557,405,9
591,3346,406,4
592,3414,407,9
593,7973,408,4
594,7273,409,2
595,3821,410,14
596,8695,411,4
597,9725,412,17
598,9165,413,7
599,7013,414,6
600,4732,415,15
601,2738,416,13
602,2700,416,13
603,2737,417,13
604,9541,418,17
605,9500,418,17
606,3123,419,12
607,9624,420,17
608,5462,421,10
609,3973,422,4
610,7161,423,16
611,9364,424,7
612,5551,425,3
613,5609,426,3
614,2064,427,6
615,8474,428,18
616,9375,429,7
617,4967,430,15
618,8163,431,18
619,8735,432,14
620,9919,433,17
621,8073,434,6
622,8083,435,6
623,6915,436,5
624,5662,437,3
625,6913,438,5
626,9654,439,17
627,3015,440,9
628,7964,441,2
629,6647,442,5
630,8756,443,19
631,9372,444,7
632,5621,445,3
633,7811,446,2
634,4844,447,15
635,2858,448,11
636,6239,449,1
637,4973,450,15
638,6523,451,1
639,8943,452,19
640,5064,453,10
641,2888,454,11
642,6448,455,1
643,7935,456,2
644,3052,457,12
645,4742,458,15
646,8445,459,18
647,9833,460,17
648,9834,461,17
649,2949,462,11
650,2713,463,13
651,9764,464,17
652,6765,465,5
653,4765,466,15
654,4743,467,15
655,4764,468,15
656,6222,469,1
657,9611,470,17
658,3837,471,4
659,2946,472,11
660,5475,473,10
661,9735,474,17
662,9375,475,7
663,7683,476,2
664,7472,477,14
665,3413,478,4
666,3417,479,4
667,2694,480,12
668,2676,481,12
669,3066,482,12
670,5465,483,10
671,7673,484,2
672,3648,485,4
673,8372,486,19
674,8951,487,19
675,7900,488,2
676,8419,489,18
677,8973,490,19
678,2678,491,12
679,8417,492,18
680,2212,493,13
681,7225,494,16
682,6424,495,1
683,7341,496,16
684,9127,497,7
685,3442,498,4
686,9836,499,17
687,2673,500,12
688,3848,501,4
689,3927,502,4
690,2014,503,13
691,8999,504,6
692,8495,505,14
693,8074,506,4
694,4145,507,11
695,7526,508,1
696,7555,509,14
697,3647,510,13
698,2521,511,14
699,6135,512,5
700,7253,513,5
701,2161,514,19
702,7432,515,2
703,8700,516,18
704,8957,517,6
705,2141,518,7
706,9513,519,3
707,6648,520,18
708,6640,520,19
709,8918,521,18
710,7940,522,8
711,8229,523,14
712,8041,524,14
713,9300,525,19
714,8873,526,13
715,9962,527,17
716,5920,528,19
717,8122,529,17
718,8558,530,6
719,2615,531,13
720,8840,532,14
721,8840,533,14
722,7843,534,2
723,2373,535,13
724,2371,535,13
725,2370,535,13
726,8345,536,18
727,8485,537,18
728,2854,538,11
729,2522,539,11
730,8592,540,18
731,7211,541,16
732,3780,542,4
733,3978,543,4
734,2735,544,13
735,2118,545,13
736,9917,546,17
737,7988,547,14
738,4737,548,15
739,9232,549,7
740,4144,550,8
741,6524,551,1
742,2694,552,12
743,4079,553,8
744,4078,553,8
745,4225,553,8
746,4063,553,8
747,4000,553,8
748,4002,553,8
749,4024,553,8
750,4025,553,8
751,4026,553,8
752,4027,553,8
