id,name,county_id
1266,Kenyeri,17
1267,Kercaszomor,17
1268,Kercseliget,14
1269,Kerecsend,9
1270,Kerecseny,19
1271,Kerekegyháza,1
1272,Kereki,14
1273,Kerékteleki,11
1274,Kerepes,13
1275,Keresztéte,4
1276,Kerkabarabás,19
1277,Kerkafalva,19
1278,Kerkakutas,19
1279,Kerkáskápolna,17
1280,Kerkaszentkirály,19
1281,Kerkateskánd,19
1282,Kérsemjén,15
1283,Kerta,18
1284,Kertészsziget,3
1285,Keszeg,12
1286,Kesznyéten,4
1287,Kesz?hidegkút,16
1288,Keszthely,19
1289,Kesztölc,11
1290,Keszü,2
1291,Kétbodony,12
1292,Kétegyháza,3
1293,Kéthely,14
1294,Kétpó,10
1295,Kétsoprony,3
1296,Kétújfalu,2
1297,Kétvölgy,17
1298,Kéty,16
1299,Kevermes,3
1300,Kilimán,19
1301,Kimle,7
1302,Kincsesbánya,6
1303,Királd,4
1304,Királyegyháza,2
1305,Királyhegyes,5
1306,Királyszentistván,18
1307,Kisapáti,18
1308,Kisapostag,6
1309,Kisar,15
1310,Kisasszond,14
1311,Kisasszonyfa,2
1312,Kisbabot,7
1313,Kisbágyon,12
1314,Kisbajcs,7
1315,Kisbajom,14
1316,Kisbárapáti,14
1317,Kisbárkány,12
1318,Kisbér,11
1319,Kisberény,14
1320,Kisberzseny,18
1321,Kisbeszterce,2
1322,Kisbodak,7
1323,Kisbucsa,19
1324,Kisbudmér,2
1325,Kiscsécs,4
1326,Kiscsehi,19
1327,Kiscs?sz,18
1328,Kisdér,2
1329,Kisdobsza,2
1330,Kisdombegyház,3
1331,Kisdorog,16
1332,Kisecset,12
1333,Kisfalud,7
1334,Kisfüzes,9
1335,Kisgörb?,19
1336,Kisgyalán,14
1337,Kisgy?r,4
1338,Kishajmás,2
1339,Kisharsány,2
1340,Kishartyán,12
1341,Kisherend,2
1342,Kishódos,15
1343,Kishuta,4
1344,Kisigmánd,11
1345,Kisjakabfalva,2
1346,Kiskassa,2
1347,Kiskinizs,4
1348,Kisköre,14
1349,Kisk?rös,9
1350,Kiskorpád,1
1351,Kiskunfélegyháza,1
1352,Kiskunhalas,1
1353,Kiskunlacháza,13
1354,Kiskunmajsa,1
1355,Kiskutas,19
1356,Kisláng,6
1357,Kisléta,15
1358,Kislippó,2
1359,Kisl?d,18
1360,Kismányok,16
1361,Kismarja,8
1362,Kismaros,13
1363,Kisnamény,15
1364,Kisnána,9
1365,Kisnémedi,13
1366,Kisnyárád,2
1367,Kisoroszi,13
1368,Kispalád,15
1369,Kispáli,19
1370,Kispirit,18
1371,Kisrákos,17
1372,Kisrécse,19
1373,Kisrozvágy,4
1374,Kissikátor,4
1375,Kissomlyó,17
1376,Kisszállás,1
1377,Kisszékely,16
1378,Kisszekeres,15
1379,Kisszentmárton,2
1380,Kissziget,19
1381,Kissz?l?s,18
1382,Kistamási,2
1383,Kistapolca,2
1384,Kistarcsa,13
1385,Kistelek,5
1386,Kistokaj,4
1387,Kistolmács,19
1388,Kistormás,16
1389,Kistótfalu,2
1390,Kisújszállás,10
1391,Kisunyom,17
1392,Kisvárda,15
1393,Kisvarsány,15
1394,Kisvásárhely,19
1395,Kisvaszar,2
1396,Kisvejke,16
1397,Kiszombor,5
1398,Kiszsidány,17
1399,Klárafalva,5
1400,Köblény,11
1401,Kocs,13
1402,Kocsér,16
1403,Köcsk,15
1404,Kocsola,13
1405,Kocsord,8
1406,Kóka,18
1407,Kokad,8
1408,Kökény,11
1409,K?kút,11
1410,Kölcse,11
1411,Kölesd,4
1412,Kölked,2
1413,Kolontár,2
1414,Komádi,15
1415,Komárom,14
1416,Komjáti,9
1417,Komló,4
1418,Köml?,3
1419,Köml?d,7
1420,Komlódtótfalu,8
1421,Komlósd,7
1422,Komlóska,16
1423,Komoró,4
1424,Kömör?,7
1425,Kömpöc,2
1426,Kompolt,13
1427,Kondó,13
1428,Kondorfa,15
1429,Kondoros,2
1430,Kóny,2
1431,Konyár,4
1432,Kópháza,12
1433,Koppányszántó,2
1434,Korlát,19
1435,Körmend,2
1436,Környe,2
1437,Köröm,14
1438,Koroncó,15
1439,Kórós,16
1440,K?röshegy,2
1441,Körösladány,9
1442,Körösnagyharsány,11
1443,Körösszakál,15
1444,Körösszegapáti,1
1445,Köröstarcsa,17
1446,K?röstetétlen,17
1447,Körösújfalu,11
1448,Kosd,4
1449,Kóspallag,14
1450,K?szárhegy,3
1451,K?szeg,3
1452,K?szegdoroszló,3
1453,K?szegpaty,13
1454,K?szegszerdahely,3
1455,Kótaj,8
1456,Kötcse,8
1457,Kötegyán,6
1458,K?telek,17
1459,Kovácshida,17
1460,Kovácsszénája,17
1461,Kovácsvágás,17
1462,K?vágóörs,14
1463,K?vágósz?l?s,3
1464,K?vágót?tt?s,10
1465,Kövegy,18
1466,Köveskál,2
1467,Kozárd,2
1468,Kozármisleny,5
1469,Kozmadombja,18
1470,Krasznokvajda,4
1471,Kübekháza,6
1472,Kulcs,1
1473,Küls?sárd,3
1474,Küls?vat,1
1475,Kunadacs,1
1476,Kunágota,10
1477,Kunbaja,1
1478,Kunbaracs,10
1479,Kuncsorba,10
1480,Kunfehértó,1
1481,Küngös,1
1482,Kunhegyes,10
1483,Kunmadaras,10
1484,Kunpeszér,1
1485,Kunszállás,7
1486,Kunszentmárton,18
1487,Kunszentmiklós,16
1488,Kunsziget,4
1489,Kup,19
1490,Kupa,14
1491,Kurd,12
1492,Kurityán,5
1493,Kustánszeg,19
1494,Kutas,18
1495,Kutasó,18
1496,Lábatlan,11
1497,Lábod,14
1498,Lácacséke,4
1499,Lad,14
1500,Ladánybene,1
1501,Ládbeseny?,4
1502,Lajoskomárom,6
1503,Lajosmizse,1
1504,Lak,4
1505,Lakhegy,19
1506,Lakitelek,1
1507,Lakócsa,14
1508,Lánycsók,2
1509,Lápaf?,16
1510,Lapáncsa,2
1511,Laskod,15
1512,Lasztonya,19
1513,Látrány,14
1514,Lázi,7
1515,Leányfalu,13
1516,Leányvár,11
1517,Lébény,7
1518,Legénd,12
1519,Legyesbénye,4
1520,Léh,4
1521,Lénárddaróc,4
1522,Lendvadedes,19
1523,Lendvajakabfa,19
1524,Lengyel,16
1525,Lengyeltóti,14
1526,Lenti,19
1527,Lepsény,6
1528,Lesencefalu,18
1529,Lesenceistvánd,18
1530,Lesencetomaj,18
1531,Létavértes,8
1532,Letenye,19
1533,Letkés,13
1534,Levél,7
1535,Levelek,15
1536,Libickozma,14
1537,Lickóvadamos,19
1538,Liget,2
1539,Ligetfalva,19
1540,Lipót,7
1541,Lippó,2
1542,Liptód,2
1543,Lispeszentadorján,19
1544,Liszó,19
1545,Litér,18
1546,Litka,4
1547,Litke,12
1548,Lócs,17
1549,L?kösháza,18
1550,Lókút,15
1551,Lónya,13
1552,Lórév,2
1553,L?rinci,18
1554,Lothárd,19
1555,Lovas,18
1556,Lovasberény,3
1557,Lovászhetény,9
1558,Lovászi,9
1559,Lovászpatona,9
1560,Löv?,7
1561,Löv?petri,15
1562,Lucfalva,12
1563,Ludányhalászi,12
1564,Ludas,9
1565,Lukácsháza,17
1566,Lulla,14
1567,Lúzsok,2
1568,Mád,4
1569,Madaras,1
1570,Madocsa,16
1571,Maglóca,7
1572,Maglód,13
1573,Mágocs,2
1574,Magosliget,15
1575,Magy,15
1576,Magyaralmás,6
1577,Magyaratád,14
1578,Magyarbánhegyes,3
1579,Magyarbóly,2
1580,Magyarcsanád,5
1581,Magyardombegyház,3
1582,Magyaregregy,2
1583,Magyaregres,14
1584,Magyarföld,19
1585,Magyargéc,12
1586,Magyargencs,18
1587,Magyarhertelend,2
1588,Magyarhomorog,8
1589,Magyarkeresztúr,7
1590,Magyarkeszi,16
1591,Magyarlak,17
1592,Magyarlukafa,2
1593,Magyarmecske,2
1594,Magyarnádalja,17
1595,Magyarnándor,12
1596,Magyarpolány,18
1597,Magyarsarlós,2
1598,Magyarszecs?d,17
1599,Magyarszék,2
1600,Magyarszentmiklós,19
1601,Magyarszerdahely,19
1602,Magyarszombatfa,17
1603,Magyartelek,2
1604,Majosháza,13
1605,Majs,2
1606,Makád,13
1607,Makkoshotyka,4
1608,Maklár,9
1609,Makó,5
1610,Malomsok,18
1611,Mályi,4
1612,Mályinka,4
1613,Mánd,15
1614,Mándok,15
1615,Mánfa,2
1616,Mány,6
1617,Maráza,2
1618,Marcalgergelyi,18
1619,Marcali,14
1620,Marcalt?,18
1621,Márfa,2
1622,Máriahalom,11
1623,Máriakálnok,7
1624,Máriakéménd,2
1625,Márianosztra,13
1626,Máriapócs,15
1627,Markaz,9
1628,Márkháza,12
1629,Márkó,18
1630,Markóc,2
1631,Markotabödöge,7
1632,Maróc,19
1633,Marócsa,2
1634,Márok,2
1635,Márokföld,19
1636,Márokpapi,15
1637,Maroslele,5
1638,Mártély,5
1639,Martf?,10
1640,Martonfa,2
1641,Martonvásár,6
1642,Martonyi,4
1643,Mátészalka,15
1644,Mátételke,1
1645,Mátraballa,9
1646,Mátraderecske,9
1647,Mátramindszent,12
1648,Mátranovák,12
1649,Mátraszele,12
1650,Mátraszentimre,9
1651,Mátrasz?l?s,12
1652,Mátraterenye,12
1653,Mátraverebély,12
1654,Matty,6
1655,Mátyásdomb,2
1656,Mátyus,15
1657,Máza,2
1658,Mecseknádasd,2
1659,Mecsekpölöske,2
1660,Mecsér,7
1661,Medgyesbodzás,3
1662,Medgyesegyháza,3
1663,Medina,16
1664,Meggyeskovácsi,17
1665,Megyaszó,4
1666,Megyehid,17
1667,Megyer,18
1668,Méhkerék,3
1669,Méhtelek,15
1670,Mekényes,2
1671,Mélykút,1
1672,Mencshely,18
1673,Mende,13
1674,Méra,4
1675,Merenye,2
1676,Mérges,7
1677,Mérk,15
1678,Mernye,14
1679,Mersevát,17
1680,Mesterháza,17
1681,Mesteri,17
1682,Mesterszállás,10
1683,Meszes,4
1684,Meszlen,17
1685,Mesztegny?,14
1686,Mez?berény,3
1687,Mez?csát,4
1688,Mez?csokonya,14
1689,Mez?d,2
1690,Mez?falva,6
1691,Mez?gyán,3
1692,Mez?hegyes,3
1693,Mez?hék,10
1694,Mez?keresztes,4
1695,Mez?komárom,6
1696,Mez?kovácsháza,3
1697,Mez?kövesd,4
1698,Mez?ladány,15
1699,Mez?lak,18
1700,Mez?nagymihály,4
1701,Mez?nyárád,4
1702,Mez?örs,7
1703,Mez?peterd,8
1704,Mez?sas,8
1705,Mez?szemere,9
1706,Mez?szentgyörgy,6
1707,Mez?szilas,6
1708,Mez?tárkány,9
1709,Mez?túr,10
1710,Mez?zombor,4
1711,Miháld,19
1712,Mihályfa,19
1713,Mihálygerge,12
1714,Mihályháza,18
1715,Mihályi,7
1716,Mike,14
1717,Mikebuda,13
1718,Mikekarácsonyfa,19
1719,Mikepércs,8
1720,Miklósi,14
1721,Mikófalva,9
1722,Mikóháza,4
1723,Mikosszéplak,17
1724,Milejszeg,19
1725,Milota,15
1726,Mindszent,5
1727,Mindszentgodisa,2
1728,Mindszentkálla,18
1729,Misefa,19
1730,Miske,1
1731,Miskolc,4
1732,Miszla,16
1733,Mocsa,11
1734,M?csény,13
1735,Mogyoród,11
1736,Mogyorósbánya,4
1737,Mogyoróska,6
1738,Moha,2
1739,Mohács,2
1740,Mohora,19
1741,Molnári,17
1742,Molnaszecs?d,2
1743,Molvány,4
1744,Monaj,4
1745,Monok,13
1746,Monor,13
1747,Mónosbél,18
1748,Monostorapáti,8
1749,Monostorpályi,18
1750,Monoszló,2
1751,Monyoród,6
1752,Mór,16
1753,Mórágy,5
1754,Mórahalom,1
1755,Móricgát,7
1756,Mórichida,14
1757,Mosdós,7
1758,Mosonmagyaróvár,7
1759,Mosonszentmiklós,7
1760,Mosonszolnok,2
1761,Mozsgó,16
1762,Mucsfa,16
1763,Mucsi,16
1764,Múcsony,4
1765,Muhi,4
1766,Murakeresztúr,19
1767,Murarátka,19
1768,Muraszemenye,19
1769,Murga,16
1770,Murony,3
1771,Nábrád,15
1772,Nadap,6
1773,Nádasd,17
1774,Nádasdladány,6
1775,Nádudvar,8
1776,Nágocs,14
1777,Nagyacsád,18
1778,Nagyalásony,18
1779,Nagyar,15
1780,Nagyatád,14
1781,Nagybajcs,7
1782,Nagybajom,14
1783,Nagybakónak,19
1784,Nagybánhegyes,3
1785,Nagybaracska,1
1786,Nagybarca,4
1787,Nagybárkány,12
1788,Nagyberény,14
1789,Nagyberki,14
1790,Nagybörzsöny,13
1791,Nagybudmér,2
1792,Nagycenk,7
1793,Nagycsány,2
1794,Nagycsécs,4
1795,Nagycsepely,14
1796,Nagycserkesz,15
1797,Nagydém,18
1798,Nagydobos,15
1799,Nagydobsza,2
1800,Nagydorog,16
1801,Nagyecsed,15
1802,Nagyér,5
1803,Nagyesztergár,18
1804,Nagyfüged,9
1805,Nagygeresd,17
1806,Nagygörb?,19
1807,Nagygyimót,18
1808,Nagyhajmás,2
1809,Nagyhalász,15
1810,Nagyharsány,2
1811,Nagyhegyes,8
1812,Nagyhódos,15
1813,Nagyhuta,4
1814,Nagyigmánd,11
1815,Nagyiván,10
1816,Nagykálló,15
1817,Nagykamarás,3
1818,Nagykanizsa,19
1819,Nagykapornak,19
1820,Nagykarácsony,6
1821,Nagykáta,13
1822,Nagykereki,8
1823,Nagykeresztúr,12
1824,Nagykinizs,4
1825,Nagykökényes,16
1826,Nagykölked,14
1827,Nagykónyi,13
1828,Nagyk?rös,2
1829,Nagykorpád,9
1830,Nagykör?,17
1831,Nagykovácsi,13
1832,Nagykozár,10
1833,Nagykutas,19
1834,Nagylak,5
1835,Nagylengyel,19
1836,Nagylóc,12
1837,Nagylók,6
1838,Nagylózs,7
1839,Nagymágocs,5
1840,Nagymányok,16
1841,Nagymaros,13
1842,Nagymizdó,17
1843,Nagynyárád,2
1844,Nagyoroszi,12
1845,Nagypáli,19
1846,Nagypall,2
1847,Nagypeterd,2
1848,Nagypirit,18
1849,Nagyrábé,8
1850,Nagyrada,19
1851,Nagyrákos,17
1852,Nagyrécse,19
1853,Nagyréde,9
1854,Nagyrév,10
1855,Nagyrozvágy,4
1856,Nagysáp,11
1857,Nagysimonyi,17
1858,Nagyszakácsi,14
1859,Nagyszékely,16
1860,Nagyszekeres,15
1861,Nagyszénás,3
1862,Nagyszentjános,7
1863,Nagyszokoly,16
1864,Nagytálya,9
1865,Nagytarcsa,13
1866,Nagytevel,18
1867,Nagytilaj,17
1868,Nagyt?ke,2
1869,Nagytótfalu,5
1870,Nagyút,9
1871,Nagyvarsány,15
1872,Nagyváty,2
1873,Nagyvázsony,18
1874,Nagyvejke,16
1875,Nagyveleg,6
1876,Nagyvenyim,6
1877,Nagyvisnyó,9
1878,Nak,16
1879,Napkor,15
1880,Nárai,17
1881,Narda,17
1882,Naszály,11
1883,Négyes,4
1884,Nekézseny,4
1885,Nemesapáti,19
1886,Nemesbikk,4
1887,Nemesb?d,15
1888,Nemesborzova,17
1889,Nemesbük,19
1890,Nemescsó,17
1891,Nemesdéd,14
1892,Nemesgörzsöny,18
1893,Nemesgulács,18
1894,Nemeshany,18
1895,Nemeshetés,19
1896,Nemeske,2
1897,Nemeskér,7
1898,Nemeskeresztúr,17
1899,Nemeskisfalud,14
1900,Nemeskocs,17
1901,Nemeskolta,17
1902,Nemesládony,17
1903,Nemesmedves,17
1904,Nemesnádudvar,1
1905,Nemesnép,19
1906,Nemespátró,19
1907,Nemesrádó,19
1908,Nemesrempehollós,17
1909,Nemessándorháza,19
1910,Nemesszalók,18
1911,Nemesszentandrás,19
1912,Nemesvámos,18
1913,Nemesvid,14
1914,Nemesvita,18
1915,Németbánya,18
1916,Németfalu,19
1917,Németkér,16
1918,Nemti,12
1919,Neszmély,11
1920,Nézsa,12
1921,Nick,17
1922,Nikla,14
1923,Nógrád,12
1924,Nógrádkövesd,12
1925,Nógrádmarcal,12
1926,Nógrádmegyer,12
1927,Nógrádsáp,12
1928,Nógrádsipek,12
1929,Nógrádszakál,12
1930,Nóráp,18
1931,Noszlop,18
1932,Noszvaj,9
1933,N?tincs,19
1934,Nova,9
1935,Novaj,4
1936,Novajidrány,12
1937,Nyalka,7
1938,Nyárád,18
1939,Nyáregyháza,13
1940,Nyárl?rinc,1
1941,Nyársapát,13
1942,Nyékládháza,4
1943,Nyergesújfalu,11
1944,Nyésta,4
1945,Nyim,14
1946,Nyírábrány,8
1947,Nyíracsád,8
1948,Nyirád,18
1949,Nyíradony,8
1950,Nyírbátor,15
1951,Nyírbéltek,15
1952,Nyírbogát,15
1953,Nyírbogdány,15
1954,Nyírcsaholy,15
1955,Nyírcsászári,15
1956,Nyírderzs,15
1957,Nyíregyháza,15
1958,Nyírgelse,15
1959,Nyírgyulaj,15
1960,Nyíri,4
1961,Nyíribrony,15
1962,Nyírjákó,15
1963,Nyírkarász,15
1964,Nyírkáta,15
1965,Nyírkércs,15
1966,Nyírlöv?,15
1967,Nyírlugos,15
1968,Nyírmada,15
1969,Nyírmártonfalva,8
1970,Nyírmeggyes,15
1971,Nyírmihálydi,15
1972,Nyírparasznya,15
1973,Nyírpazony,15
1974,Nyírpilis,15
1975,Nyírtass,15
1976,Nyírtelek,15
1977,Nyírtét,15
1978,Nyírtura,15
1979,Nyírvasvári,15
1980,Ny?gér,4
1981,Nyomár,17
1982,Nyugotszenterzsébet,2
1983,Nyúl,7
1984,Óbánya,2
1985,Óbarok,6
1986,Óbudavár,18
1987,Öcs,13
1988,Ócsa,2
1989,Ócsárd,2
1990,?csény,15
1991,Öcsöd,5
1992,Ófalu,19
1993,Ófehértó,3
1994,Óföldeák,2
1995,Óhid,2
1996,Okány,2
1997,Okorág,17
1998,Ököritófülpös,18
1999,Okorvölgy,4
2000,Olasz,15
2001,Olaszfa,15
2002,Olaszfalu,2
2003,Olaszliszka,17
2004,Ölb?,19
2005,Olcsva,4
2006,Olcsvaapáti,4
2007,Old,15
2008,Ólmod,5
2009,Oltárc,19
2010,Ömböly,14
2011,Onga,14
2012,Ónod,1
2013,Ópályi,17
2014,Ópusztaszer,2
2015,?r,1
2016,Orbányosfa,19
2017,?rbottyán,4
2018,Orci,3
2019,Ordacsehi,3
2020,Ordas,3
2021,Öregcsert?,3
2022,Öreglak,18
2023,Orfalu,11
2024,Orf?,2
2025,Orgovány,19
2026,?rhalom,19
2027,?rimagyarósd,7
2028,?riszentpéter,17
2029,Örkény,9
2030,Ormándlak,17
2031,Örményes,4
2032,Örménykút,14
2033,Ormosbánya,4
2034,Orosháza,4
2035,Oroszi,4
2036,Oroszlány,4
2037,Oroszló,4
2038,Orosztony,2
2039,Ortaháza,19
2040,?rtilos,16
2041,Örvényes,18
2042,?sagárd,16
2043,?si,10
2044,Öskü,15
2045,Osli,17
2046,Ostffyasszonyfa,15
2047,Ostoros,15
2048,Oszkó,13
2049,Oszlár,1
2050,Osztopán,14
2051,Öttevény,12
2052,Öttömös,17
2053,Ötvöskónyi,17
2054,Ózd,13
2055,Ózdfalu,7
2056,Ozmánbük,5
2057,Ozora,14
2058,Pácin,4
2059,Pacsa,19
2060,Pácsony,17
2061,Padár,19
2062,Páhi,1
2063,Páka,19
2064,Pakod,19
2065,Pákozd,6
2066,Paks,16
2067,Palé,2
2068,Pálfa,16
2069,Pálfiszeg,19
2070,Pálháza,4
2071,Páli,7
2072,Palkonya,2
2073,Pálmajor,14
2074,Pálmonostora,1
2075,Palotabozsok,2
2076,Palotás,12
2077,Paloznak,18
2078,Pamlény,4
2079,Pamuk,14
2080,Pánd,13
2081,Pankasz,17
2082,Pannonhalma,7
2083,Pányok,4
2084,Panyola,15
2085,Pap,15
2086,Pápa,18
2087,Pápadereske,18
2088,Pápakovácsi,18
2089,Pápasalamon,18
2090,Pápateszér,18
2091,Papkeszi,18
2092,Pápoc,17
2093,Papos,15
2094,Páprád,2
2095,Parád,9
2096,Parádsasvár,9
2097,Parasznya,4
2098,Paszab,15
2099,Pásztó,12
2100,Pásztori,7
2101,Pat,19
2102,Patak,12
2103,Patalom,14
2104,Patapoklosi,2
2105,Patca,14
2106,Pátka,6
2107,Patosfa,14
2108,Pátroha,15
2109,Patvarc,12
2110,Páty,13
2111,Pátyod,15
2112,Pázmánd,6
2113,Pázmándfalu,7
2114,Pécel,13
2115,Pecöl,17
2116,Pécs,2
2117,Pécsbagota,2
2118,Pécsdevecser,2
2119,Pécsely,18
2120,Pécsudvard,2
2121,Pécsvárad,2
2122,Pellérd,2
2123,Pély,9
2124,Penc,13
2125,Penészlek,15
2126,Penyige,18
2127,Pénzesgy?r,15
2128,Pér,7
2129,Perbál,13
2130,Pere,4
2131,Perecse,4
2132,Pereked,2
2133,Perenye,17
2134,Peresznye,17
2135,Pereszteg,7
2136,Perkáta,6
2137,Perkupa,4
2138,Per?csény,13
2139,Peterd,2
2140,Péterhida,14
2141,Péteri,13
2142,Pétervására,9
2143,Pétfürd?,18
2144,Peth?henye,19
2145,Petneháza,15
2146,Pet?fibánya,9
2147,Pet?fiszállás,1
2148,Pet?háza,7
2149,Pet?mihályfa,17
2150,Petrikeresztúr,19
2151,Petrivente,19
2152,Pettend,2
2153,Piliny,12
2154,Pilis,13
2155,Pilisborosjen?,13
2156,Piliscsaba,13
2157,Piliscsév,11
2158,Pilisjászfalu,13
2159,Pilismarót,11
2160,Pilisszántó,13
2161,Pilisszentiván,13
2162,Pilisszentkereszt,13
2163,Pilisszentlászló,13
2164,Pilisvörösvár,13
2165,Pincehely,16
2166,Pinkamindszent,17
2167,Pinnye,7
2168,Piricse,15
2169,Pirtó,1
2170,Piskó,2
2171,Pitvaros,5
2172,Pócsa,2
2173,Pocsaj,8
2174,Pócsmegyer,13
2175,Pócspetri,15
2176,Pogány,2
2177,Pogányszentpéter,14
2178,Pókaszepetk,19
2179,Polány,14
2180,Polgár,8
2181,Polgárdi,6
2182,Pölöske,13
2183,Pölöskef?,15
2184,Pomáz,17
2185,Pörböly,9
2186,Porcsalma,17
2187,Pördefölde,14
2188,Pornóapáti,14
2189,Poroszló,14
2190,Porpác,19
2191,Porrog,18
2192,Porrogszentkirály,17
2193,Porrogszentpál,14
2194,Pórszombat,7
2195,Porva,19
2196,Pósfa,19
2197,Potony,16
2198,Pötréte,19
2199,Potyond,19
2200,Prügy,4
2201,Pula,18
2202,Püski,19
2203,Püspökhatvan,12
2204,Püspökladány,7
2205,Püspökmolnári,17
2206,Püspökszilágy,15
2207,Pusztaapáti,19
2208,Pusztaberki,4
2209,Pusztacsalád,3
2210,Pusztacsó,16
2211,Pusztadobos,14
2212,Pusztaederics,19
2213,Pusztafalu,5
2214,Pusztaföldvár,18
2215,Pusztahencse,10
2216,Pusztakovácsi,3
2217,Pusztamagyaród,4
2218,Pusztamérges,6
2219,Pusztamiske,14
2220,Pusztamonostor,19
2221,Pusztaottlaka,5
2222,Pusztaradvány,13
2223,Pusztaszabolcs,6
2224,Pusztaszemes,13
2225,Pusztaszentlászló,4
2226,Pusztaszer,7
2227,Pusztavacs,13
2228,Pusztavám,8
2229,Pusztazámor,17
2230,Putnok,13
2231,Rábacsanak,7
2232,Rábacsécsény,7
2233,Rábagyarmat,17
2234,Rábahidvég,17
2235,Rábakecöl,7
2236,Rábapatona,7
2237,Rábapaty,17
2238,Rábapordány,7
2239,Rábasebes,7
2240,Rábaszentandrás,7
2241,Rábaszentmihály,7
2242,Rábaszentmiklós,7
2243,Rábatamási,7
2244,Rábatöttös,17
2245,Rábcakapi,7
2246,Rácalmás,6
2247,Ráckeresztúr,6
2248,Ráckeve,13
2249,Rád,13
2250,Rádfalva,2
2251,Rádóckölked,17
2252,Radostyán,4
2253,Ragály,4
2254,Rajka,7
2255,Rakaca,4
2256,Rakacaszend,4
2257,Rakamaz,15
2258,Rákóczifalva,10
2259,Rákócziújfalu,10
2260,Ráksi,14
2261,Ramocsa,19
2262,Ramocsaháza,15
2263,Rápolt,15
2264,Raposka,18
2265,Rásonysápberencs,4
2266,Rátka,4
2267,Rátót,17
2268,Ravazd,7
2269,Recsk,9
2270,Réde,11
2271,Rédics,19
2272,Regéc,4
2273,Regenye,2
2274,Regöly,16
2275,Rém,1
2276,Remetesz?l?s,13
2277,Répáshuta,4
2278,Répcelak,17
2279,Répceszemere,7
2280,Répceszentgyörgy,17
2281,Répcevis,7
2282,Resznek,19
2283,Rétalap,7
2284,Rétközberencs,15
2285,Rétság,12
2286,Révfülöp,18
2287,Révleányvár,4
2288,Rezi,19
2289,Ricse,4
2290,Rigács,18
2291,Rigyác,19
2292,Rimóc,12
2293,Rinyabeseny?,14
2294,Rinyakovácsi,14
2295,Rinyaszentkirály,14
2296,Rinyaújlak,14
2297,Rinyaújnép,14
2298,Rohod,15
2299,Röjtökmuzsaj,18
2300,Románd,12
2301,Romhány,2
2302,Romonya,2
2303,Rönök,15
2304,Röszke,9
2305,Rózsafa,7
2306,Rozsály,17
2307,Rózsaszentmárton,5
2308,Rudabánya,4
2309,Rudolftelep,4
2310,Rum,17
2311,Ruzsa,5
2312,Ságújfalu,12
2313,Ságvár,14
2314,Sajóbábony,4
2315,Sajóecseg,4
2316,Sajógalgóc,4
2317,Sajóhidvég,4
2318,Sajóivánka,4
2319,Sajókápolna,4
2320,Sajókaza,4
2321,Sajókeresztúr,4
2322,Sajólád,4
2323,Sajólászlófalva,4
2324,Sajómercse,4
2325,Sajónémeti,4
2326,Sajóörös,4
2327,Sajópálfala,4
2328,Sajópetri,4
2329,Sajópüspöki,4
2330,Sajósenye,4
2331,Sajószentpéter,4
2332,Sajószöged,4
2333,Sajóvámos,4
2334,Sajóvelezd,4
2335,Sajtoskál,17
2336,Salföld,18
2337,Salgótarján,12
2338,Salköveskút,17
2339,Salomvár,19
2340,Sály,4
2341,Sámod,2
2342,Sámsonháza,12
2343,Sand,19
2344,Sándorfalva,5
2345,Sántos,14
2346,Sáp,8
2347,Sáránd,8
2348,Sárazsadány,4
2349,Sárbogárd,6
2350,Sáregres,6
2351,Sárfimizdó,17
2352,Sárhida,19
2353,Sárisáp,11
2354,Sarkad,3
2355,Sarkadkeresztúr,3
2356,Sárkeresztes,6
2357,Sárkeresztúr,6
2358,Sárkeszi,6
2359,Sármellék,19
2360,Sárok,2
2361,Sárosd,6
2362,Sárospatak,4
2363,Sárpilis,16
2364,Sárrétudvari,8
2365,Sarród,7
2366,Sárszentágota,6
2367,Sárszentl?rinc,16
2368,Sárszentmihály,6
2369,Sarud,9
2370,Sárvár,17
2371,Sásd,2
2372,Sáska,18
2373,Sáta,4
2374,Sátoraljaújhely,4
2375,Sátorhely,2
2376,Sávoly,14
2377,Sé,17
2378,Segesd,14
2379,Sellye,2
2380,Selyeb,4
2381,Semjén,4
2382,Semjénháza,19
2383,Sénye,19
2384,Sény?,15
2385,Seregélyes,6
2386,Serényfalva,4
2387,Sérseksz?l?s,14
2388,Sikátor,18
2389,Siklós,2
2390,Siklósbodony,2
2391,Siklósnagyfalu,2
2392,Sima,4
2393,Simaság,17
2394,Simonfa,14
2395,Simontornya,16
2396,Sióagárd,16
2397,Siófok,14
2398,Siójut,14
2399,Sirok,9
2400,Sitke,17
2401,Sobor,7
2402,Söjtör,7
2403,Sokorópátka,1
2404,Solt,1
2405,Soltszentimre,1
2406,Soltvadkert,18
2407,Sóly,13
2408,Solymár,14
2409,Som,2
2410,Somberek,18
2411,Somlójen?,18
2412,Somlósz?l?s,18
2413,Somlóvásárhely,18
2414,Somlóvecse,14
2415,Somodor,14
2416,Somogyacsa,2
2417,Somogyapáti,14
2418,Somogyaracs,14
2419,Somogyaszaló,14
2420,Somogybabod,14
2421,Somogybükkösd,14
2422,Somogycsicsó,14
2423,Somogydöröcske,14
2424,Somogyegres,14
2425,Somogyfajsz,14
2426,Somogygeszti,2
2427,Somogyhárságy,2
2428,Somogyhatvan,14
2429,Somogyjád,14
2430,Somogymeggyes,14
